Scheme Name,URL,Region,Tags
Anganwadi Workers Welfare Fund,https://www.myscheme.gov.in/schemes/awwfu,Uttarakhand,"Anganwadi Workers, Provident Fund, Women, Anganwadi Workers, Provident Fund, Women"
Sympathetic Assistance and Handholding for Youth Transformation and Amelioration - SAHAYTA,https://www.myscheme.gov.in/schemes/sahayta,Jammu and Kashmir,
Mahila Samriddhi Yojana,https://www.myscheme.gov.in/schemes/cbssc-msy,Ministry Of Social Justice and Empowerment,"Loan, Micro-Finance, Women Enterpreneur, Loan, Micro-Finance, Women Enterpreneur"
Fodder Minikits under Integrated Fodder Development Scheme (General Category),https://www.myscheme.gov.in/schemes/fmuifdsgc,Gujarat,"Farmer, Fodder Minikits, Seed, Farmer, Fodder Minikits, Seed"
Dr. Savitaben Ambedkar Inter Caste Marriage Assistance Scheme,https://www.myscheme.gov.in/schemes/dsaicmas,Gujarat,"Financial Assistance, Hindu, Inter Caste, Marriage, Scheduled Caste, Financial Assistance, Hindu, Inter Caste, Marriage, Scheduled Caste"
Dr. APJ Abdul Kalam Shramik Pravidhik Shiksha Sahaayata Yojana,https://www.myscheme.gov.in/schemes/dapjsss,Uttar Pradesh,"Education, Financial Assistance, Student Finance, Education, Financial Assistance, Student Finance"
Indira Gandhi National Vrdhavastha Pension Yojana,https://www.myscheme.gov.in/schemes/ignvpyr,Rajasthan,"Empower, Financial Assistance, Old Age, Pension, Empower, Financial Assistance, Old Age, Pension"
Chetan Chauhan Labor Sports Promotion Scheme,https://www.myscheme.gov.in/schemes/ccskpy,Uttar Pradesh,"Financial Assistance, Sport, Subsidy, Financial Assistance, Sport, Subsidy"
Indira Mahila Shakti Prashikshan Evam Koshal Sanvardhan Yojana (RS-CSEP),https://www.myscheme.gov.in/schemes/imspeksyrcr,Rajasthan,"Development, Education, Learning, Women, Development, Education, Learning, Women"
Indira Gandhi National Vidhva Pension yojana,https://www.myscheme.gov.in/schemes/ignvpyrr,Rajasthan,"Pension, Widow, Women, Pension, Widow, Women"
"Assistance for Tools, Equipment, Shorting/Grading Equipment, PHM Equipment for Scheduled Castes (HRT-4)",https://www.myscheme.gov.in/schemes/atesgephmschrt4,Gujarat,"Cooperative Society, Equipment, Farmer, Farmer Group, Financial Assistance, Horticulture, HRT-4, Post-Harvest Management, Scheduled Caste, Tools, Cooperative Society, Equipment, Farmer, Farmer Group, Financial Assistance, Horticulture, HRT-4, Post-Harvest Management, Scheduled Caste, Tools"
Dr. Ambedkar Awas Yojana,https://www.myscheme.gov.in/schemes/daay,Gujarat,"Awas, BPL, Financial Assistance, House, Scheduled Caste, Awas, BPL, Financial Assistance, House, Scheduled Caste"
Post Graduate Scholarship for GATE/GPAT Qualified Students for Pursuing M.Tech/M.E./M.Pharm-UGC,https://www.myscheme.gov.in/schemes/pgsgategpatqspmtmempugc,Ministry of Education,"GATE, GPAT, Post Graduate, Scholarship, Student, UGC, GATE, GPAT, Post Graduate, Scholarship, Student, UGC"
Readers Allowance to Visually Impaired Persons,https://www.myscheme.gov.in/schemes/ratvip,Tamil Nadu,"Differently-abled Person, Financial Assistance, Readers Allowance, Student, Visually Impaired, Differently-abled Person, Financial Assistance, Readers Allowance, Student, Visually Impaired"
Disability Pension for the Construction Workers,https://www.myscheme.gov.in/schemes/dpcw,Delhi,"Construction Workers, Disability, Financial Assistance, Labour, Pension, Construction Workers, Disability, Financial Assistance, Labour, Pension"
Ex-gratia Payment for the Construction Workers,https://www.myscheme.gov.in/schemes/epcw,Delhi,"Construction Workers, Ex-gratia Payment, Financial Assistance, Labour, Permanently Disability, Construction Workers, Ex-gratia Payment, Financial Assistance, Labour, Permanently Disability"
Pension Benefit for the Construction Workers,https://www.myscheme.gov.in/schemes/pbcw,Delhi,"Construction Workers, Financial Assistance, Labour, Pension, Senior Citizens, Construction Workers, Financial Assistance, Labour, Pension, Senior Citizens"
Accidental Death Assistance for the Construction Workers,https://www.myscheme.gov.in/schemes/adacw,Delhi,"Accidental Death, Construction Workers, Financial Assistance, Labour, Accidental Death, Construction Workers, Financial Assistance, Labour"
Pradhan Mantri Matru Vandana Yojana,https://www.myscheme.gov.in/schemes/pmmvy,Ministry of Women and Child Development,"Cash Incentive, Financial Assistance, Good Nutrition, Maternity Benefit Programme, Pregnant Women, Cash Incentive, Financial Assistance, Good Nutrition, Maternity Benefit Programme, Pregnant Women"
Financial Assistance For Education Of Children Of Registered Worker (HBOCWWB),https://www.myscheme.gov.in/schemes/faecrw-hbocwwb,Haryana,"Children, Construction Workers, Education, Financial Assistance, Scholarship, Students, Children, Construction Workers, Education, Financial Assistance, Scholarship, Students"
"Banglashree for Micro, Small and Medium Enterprises: State Capital Investment Subsidy (CIS)",https://www.myscheme.gov.in/schemes/cis,West Bengal,"Entrepreneurship, Financial Assistance, Incentives, MSME, Subsidy, Entrepreneurship, Financial Assistance, Incentives, MSME, Subsidy"
Braille Watches by Welfare of Differently Abled Persons Department,https://www.myscheme.gov.in/schemes/bwbwodapd,Tamil Nadu,"Braille Watches, Differently Abled Person, Employee, Social Welfare, Visually Challenged Person, Braille Watches, Differently Abled Person, Employee, Social Welfare, Visually Challenged Person"
Walking Device - Tamil Nadu,https://www.myscheme.gov.in/schemes/wdbwodapd,Tamil Nadu,"Children, Differently Abled Person, Orthopedically, Social Welfare, Walking Device, Children, Differently Abled Person, Orthopedically, Social Welfare, Walking Device"
Paternity Benefit Scheme (HBOCWWB),https://www.myscheme.gov.in/schemes/pbs-hbocwwb,Haryana,"Child, Construction Worker, Financial Assistance, Labour, Newborn, Paternity, Social Welfare, Child, Construction Worker, Financial Assistance, Labour, Newborn, Paternity, Social Welfare"
"Banglashree for Micro, Small and Medium Enterprises: Subsidy for Work Force Welfare Assistance (WWAS)",https://www.myscheme.gov.in/schemes/bmsmewwas,West Bengal,"Entrepreneurship, Financial Assistance, Incentives, MSME, Reimbursement, Subsidy, Work Force Welfare, WWAS, Entrepreneurship, Financial Assistance, Incentives, MSME, Reimbursement, Subsidy, Work Force Welfare, WWAS"
"Banglashree for Micro, Small and Medium Enterprises: Subsidy for State Goods and Services Tax (SGST)",https://www.myscheme.gov.in/schemes/bmsmesgst,West Bengal,"Entrepreneurship, Incentives, MSME, Reimbursement, SGST, State Goods And Services Tax, Subsidy, Entrepreneurship, Incentives, MSME, Reimbursement, SGST, State Goods And Services Tax, Subsidy"
Financial Assistance for Coaching Classes (HBOCWWB),https://www.myscheme.gov.in/schemes/facchbocwwb,Haryana,"Building Worker, Coaching, Construction Worker, Financial Assistance, Student, Building Worker, Coaching, Construction Worker, Financial Assistance, Student"
"""Subsidy to Pollution Control Equipment"" under ""Motivation of Entrepreneurs to Start Industries and Fiscal Assistance to Capital Intensive Industries""",https://www.myscheme.gov.in/schemes/spce-mesifa-cii,Puducherry,"Business, Equipment, Industry, MSME, Pollution, Subsidy, Business, Equipment, Industry, MSME, Pollution, Subsidy"
Financial Assistance for Medical Treatment of Journalists,https://www.myscheme.gov.in/schemes/famtj,Tamil Nadu,"Daughter, Disease, Financial Assistance, Medical, Daughter, Disease, Financial Assistance, Medical"
Early Intervention Centre for the Visually Impaired,https://www.myscheme.gov.in/schemes/eicftvi,Tamil Nadu,"Differently Abled Person, Education, Social Welfare, Visually Impaired, Differently Abled Person, Education, Social Welfare, Visually Impaired"
Natural Death and Funeral Assistance,https://www.myscheme.gov.in/schemes/ndafa,Tamil Nadu,"Artist, Death, Financial Assistance, Funeral, Artist, Death, Financial Assistance, Funeral"
LLB Internship Programme,https://www.myscheme.gov.in/schemes/llbip,Ministry Of Law and Justice,"Access To Justice, Internship, Law Students, Research, Access To Justice, Internship, Law Students, Research"
Incentive Scheme for MSMEs in Powerloom Sector: Subsidy for Energy Efficiency,https://www.myscheme.gov.in/schemes/ismpssee,West Bengal,"Energy Audit, Energy Conservation, Energy Efficiency, Energy Installations, Entrepreneurship, Powerloom, Reimbursement, Subsidy, Energy Audit, Energy Conservation, Energy Efficiency, Energy Installations, Entrepreneurship, Powerloom, Reimbursement, Subsidy"
Financial Assistance for Education- Haryana Silicosis Board,https://www.myscheme.gov.in/schemes/fae-hsb,Haryana,"Education, Financial Assistance, Silicosis, Student, Worker, Education, Financial Assistance, Silicosis, Student, Worker"
West Bengal Textile Incentive Scheme: Subsidy for Water conservation/ Environment Compliance,https://www.myscheme.gov.in/schemes/wbtisswcec,West Bengal,"Entrepreneurship, Environment Compliance, Incentives, Reimbursement, Subsidy, Textile, Waiver, Water Conservation, Entrepreneurship, Environment Compliance, Incentives, Reimbursement, Subsidy, Textile, Waiver, Water Conservation"
Financial Assistance To Kashmiri Migrants Families Scheme,https://www.myscheme.gov.in/schemes/fakmfs,Haryana,"Family, Financial Assistance, Jammu And Kashmir, Kashmiri, Migrants, Family, Financial Assistance, Jammu And Kashmir, Kashmiri, Migrants"
Mahila Kisan Yojana,https://www.myscheme.gov.in/schemes/mkyh,Haryana,"Employment, Enterpreneur, Loan, Scheduled Caste, Subsidy, Women, Employment, Enterpreneur, Loan, Scheduled Caste, Subsidy, Women"
Laghu Vyavassay Scheme,https://www.myscheme.gov.in/schemes/lvsh,Haryana,"Employment, Entrepreneurship, Loan, Scheduled Caste, Subsidy, Employment, Entrepreneurship, Loan, Scheduled Caste, Subsidy"
Monetary Relief to the Victim of Atrocities- Haryana,https://www.myscheme.gov.in/schemes/mrvah,Haryana,"Atrocity, Monetary Relief, Scheduled Caste, Scheduled Tribe, Victim Of Atrocities, Atrocity, Monetary Relief, Scheduled Caste, Scheduled Tribe, Victim Of Atrocities"
Pragati Scholarship Scheme For Girl Students (Technical Diploma),https://www.myscheme.gov.in/schemes/psgs-dip,Ministry of Education,"College Fee, Diploma, Education, Girl, Higher Education, Scholarship, Student, College Fee, Diploma, Education, Girl, Higher Education, Scholarship, Student"
National Means-Cum-Merit Scholarship Scheme,https://www.myscheme.gov.in/schemes/nmmss,Ministry of Education,"Economically Weaker Sections, Scholarship, Economically Weaker Sections, Scholarship"
The Lokpal of India Internship Scheme,https://www.myscheme.gov.in/schemes/tloiis,The Lokpal of India,"Financial Assistance, Internship, Stipend, Student, Financial Assistance, Internship, Stipend, Student"
Investment Promotion Scheme (IPS) for MSME Sector: Assistance For Quality Certification,https://www.myscheme.gov.in/schemes/ipsaqc,The Dadra And Nagar Haveli And Daman And Diu,"Entrepreneurship, Incentives, Investment, MSMEs, Quality Certification, Reimbursement, Subsidy, Entrepreneurship, Incentives, Investment, MSMEs, Quality Certification, Reimbursement, Subsidy"
Investment Promotion Scheme (IPS) for MSME Sector: Assistance For Zed Certification,https://www.myscheme.gov.in/schemes/ipszed,The Dadra And Nagar Haveli And Daman And Diu,"Entrepreneurship, Incentives, Investment, MSMEs, Reimbursement, Subsidy, Zed Certification, Entrepreneurship, Incentives, Investment, MSMEs, Reimbursement, Subsidy, Zed Certification"
Investment Promotion Scheme (IPS) for MSME Sector: Assistance For Saving In Consumption Of Energy And Water,https://www.myscheme.gov.in/schemes/ipsacesw,The Dadra And Nagar Haveli And Daman And Diu,"Energy, Entrepreneurship, Incentives, Investment, MSMEs, Reimbursement, Subsidy, Water, Energy, Entrepreneurship, Incentives, Investment, MSMEs, Reimbursement, Subsidy, Water"
Mukhyamantri Divyangjan Sashaktikaran Chhatra Yojana,https://www.myscheme.gov.in/schemes/mdscy,Bihar,"Empowerment, Locomotor, Persons With Disabilities, Student, Tricycle, Empowerment, Locomotor, Persons With Disabilities, Student, Tricycle"
Bihar Student Credit Card Scheme,https://www.myscheme.gov.in/schemes/bsccs,Bihar,"Educational Loan, Financial Assistance, Higher Education, Student Empowerment, Educational Loan, Financial Assistance, Higher Education, Student Empowerment"
Education Loan Scheme- Credit Line 1 for Minority Community,https://www.myscheme.gov.in/schemes/els-cl1mc,Haryana,"Credit Line, Education Loan, Higher Education, Minority Community, Credit Line, Education Loan, Higher Education, Minority Community"
Investment Promotion Scheme (IPS) for MSME Sector: Assistance For Participation In Industrial Exhibitions Abroad,https://www.myscheme.gov.in/schemes/ipsapiea,The Dadra And Nagar Haveli And Daman And Diu,"Entrepreneurship, Exhibitions, Incentives, MSMEs, Reimbursement, Subsidy, Entrepreneurship, Exhibitions, Incentives, MSMEs, Reimbursement, Subsidy"
Investment Promotion Scheme (IPS) for MSME Sector: Incentive For Local Employment,https://www.myscheme.gov.in/schemes/ipsile,The Dadra And Nagar Haveli And Daman And Diu,"Employment, Entrepreneurship, Incentives, IPS, MSMEs, Reimbursement, Subsidy, Employment, Entrepreneurship, Incentives, IPS, MSMEs, Reimbursement, Subsidy"
Saksham Scheme for Backward Classes,https://www.myscheme.gov.in/schemes/ssbc,Haryana,"Backward Classes, Loan, Saksham, Young Professional, Backward Classes, Loan, Saksham, Young Professional"
Divyang Pension Scheme,https://www.myscheme.gov.in/schemes/dpsuk,Uttarakhand,"Disability, Divyang, Financial Assistance, Pension, Disability, Divyang, Financial Assistance, Pension"
Kisan Pension Yojana,https://www.myscheme.gov.in/schemes/kpy,Uttarakhand,"Empowerment, Farmer, Uttarakhand, Empowerment, Farmer, Uttarakhand"
Nehru Child Literature Prize,https://www.myscheme.gov.in/schemes/nclp,Puducherry,"Author, Books, Financial Assistance, Publication, Author, Books, Financial Assistance, Publication"
Education Loan Scheme under NSKFDC- Haryana,https://www.myscheme.gov.in/schemes/elsnskfdch,Haryana,"Abroad, Education Loan, HSFDC, NSKFDC, Safai Karamcharis, Students, Abroad, Education Loan, HSFDC, NSKFDC, Safai Karamcharis, Students"
Term Loan Scheme- Credit Line 2 for Minority Community,https://www.myscheme.gov.in/schemes/tlscl2mc,Haryana,"Credit Line, Employment, Minority Community, Term Loan, Credit Line, Employment, Minority Community, Term Loan"
Education Loan Scheme under NSFDC- Haryana,https://www.myscheme.gov.in/schemes/elsnsfdc,Haryana,"Education Loan, HSFDC, NSFDC, Scheduled Caste, Student, Education Loan, HSFDC, NSFDC, Scheduled Caste, Student"
Sikkim Grant of Scholarship to Students with Disabilities Scheme,https://www.myscheme.gov.in/schemes/sgssds,Sikkim,"Education, Financial Assistance, Person With Disability, Student, Education, Financial Assistance, Person With Disability, Student"
Micro Finance Scheme- Credit Line 2 for Minority Community,https://www.myscheme.gov.in/schemes/mfs-cl2mc,Haryana,"Credit Line, Loan, Micro Finance, Minority Community, SHG, Credit Line, Loan, Micro Finance, Minority Community, SHG"
Saraswati Vidya Yojana: Free Distribution of Bicycles,https://www.myscheme.gov.in/schemes/svyfdb,The Dadra And Nagar Haveli And Daman And Diu,"Bicycles, Girls, School, Social Empowerment, Student, Bicycles, Girls, School, Social Empowerment, Student"
Investment Promotion Scheme (IPS) for Thrust Sectors: Scheme For Vaccine Manufacturing Units,https://www.myscheme.gov.in/schemes/ipsftsvmu,The Dadra And Nagar Haveli And Daman And Diu,"Entrepreneurship, Incentives, IPS, Reimbursement, Subsidy, Thrust Sectors, Vaccine Manufacturing, Entrepreneurship, Incentives, IPS, Reimbursement, Subsidy, Thrust Sectors, Vaccine Manufacturing"
